index	chinese_rank	frequency	word	traditional	pinyin	matched	meaning
6316	19542	1.51	增减	增減	zēngjiǎn	tăng giảm	tăng giảm/thêm bớt
6317	19543	1.51	金沙江	金沙江	jīnshājiāng	kim sa giang	Kim Sa giang
6318	19559	1.51	浮华	浮華	fúhuá	phù hoa	phù hoa/loè loẹt/hào nhoáng/phù phiếm
6319	19560	1.5	天南地北	天南地北	tiānnándìběi	thiên nam địa bắc	thiên nam địa bắc/BẮC/trời nam đất bắc/xa cách đôi nơi/Sâm Thương đôi nơi/đất trời cách biệt/nói chuyện huyên thuyên/chuyện phiếm/chuyện trên trời dưới đất
6320	19561	1.5	太祖	太祖	tàizǔ	thái tổ	thái tổ
6321	19564	1.5	异端	異端	yìduān	dị đoan	dị đoan
6322	19565	1.5	遨游	遨遊	áoyóu	ngao du	ngao du/rong chơi/lang thang/dạo bộ
6323	19569	1.5	秦腔	秦腔	qínqiāng	tần xoang	Tần xoang/cái mõ
6324	19573	1.5	武夷山	武夷山	wǔyíshān	vũ di sơn	Vũ Di Sơn
6325	19577	1.5	独立自主	獨立自主	dúlìzìzhǔ	độc lập tự chủ	độc lập tự chủ
6326	19580	1.5	法力	法力	fǎlì	pháp lực	pháp lực/phép mầu/sức mạnh của Phật pháp/sức mạnh thần kỳ
6327	19592	1.5	神经衰弱	神經衰弱	shénjīngshuāiruò	thần kinh suy nhược	thần kinh suy nhược/suy nhược thần kinh/thần kinh yếu
6328	19594	1.5	贵客	貴客	gùikè	quý khách	khách quý/quý khách/thượng khách
6329	19595	1.5	全数	全數	quánshù	toàn số	toàn bộ/toàn số
6330	19596	1.5	风琴	風琴	fēngqín	phong cầm	phong cầm/đàn organ
6331	19598	1.5	拜读	拜讀	bàidú	bái độc	bái độc/được đọc/có vinh dự đọc qua
6332	19602	1.5	圣徒	聖徒	shèngtú	thánh đồ	thánh đồ
6333	19609	1.5	格拉斯	格拉斯	gélāsī	cách lạp tư	Cách Lạp Tư
6334	19612	1.5	顺治	順治	shùnzhì	thuận trị	Thuận Trị
6335	19615	1.49	不为所动	不為所動	bùwèisuǒdòng	bất vi sở động	bất vi sở động
6336	19630	1.49	大师傅	大師傅	dàshīfù	đại sư phụ	đại sư phụ/đầu bếp
6337	19635	1.49	手笔	手筆	shǒubǐ	thủ bút	bút tích/thủ bút/chữ viết tay/giỏi chữ nghĩa/mạnh bạo/bạo tay
6338	19655	1.49	暗算	暗算	ànsuàn	ám toán	ám toán/âm mưu/mưu đồ/lập kế/mưu toan
6339	19662	1.49	爱神	愛神	àishén	ái thần	ái thần/thần tình yêu
6340	19663	1.49	闺秀	閨秀	gūixìu	khuê tú	khuê tú/khuê các/con gái nhà quyền quý
6341	19672	1.49	美色	美色	měisè	mỹ sắc	sắc đẹp/mỹ sắc
6342	19678	1.49	心计	心計	xīnjì	tâm kế	tâm kế/mưu tính/tính toán/dự tính trong lòng/kế sách
6343	19680	1.49	祖传	祖傳	zǔchuán	tổ truyền	tổ truyền/gia truyền/ông cha truyền lại
6344	19687	1.48	再婚	再婚	zàihūn	tái hôn	tái hôn
6345	19688	1.48	利诱	利誘	lìyòu	lợi dụ	lợi dụ/dụ dỗ/cám dỗ/quyến rũ
6346	19693	1.48	论战	論戰	lùnzhàn	luận chiến	luận chiến/tranh luận/bàn cãi
6347	19694	1.48	光电	光電	guāngdiàn	quang điện	quang điện
6348	19695	1.48	红外线	紅外線	hóngwàixiàn	hồng ngoại tuyến	hồng ngoại tuyến/tia hồng ngoại
6349	19709	1.48	惩治	懲治	chéngzhì	trừng trị	trừng trị/trừng phạt
6350	19711	1.48	下等	下等	xiàděng	hạ đẳng	hạ đẳng/loại kém/hạng bét/thấp hèn
6351	19713	1.48	失散	失散	shīsàn	thất tán	thất lạc/thất tán/li tán
6352	19715	1.48	君臣	君臣	jūnchén	quân thần	quân thần/vua tôi/vua quan/vua và quần thần
6353	19724	1.48	药丸	藥丸	yàowán	dược hoàn	viên thuốc/dược hoàn/thuốc viên
6354	19734	1.48	集权	集權	jíquán	tập quyền	tập quyền
6355	19737	1.48	祭司	祭司	jìsī	tế ti	tế ti/thầy tế/chủ tế
6356	19738	1.48	深不可测	深不可測	shēnbùkěcè	thâm bất khả trắc	sâu không lường được/thâm bất khả trắc
6357	19739	1.48	后身	後身	hòushēn	hậu thân	hậu thân/sau lưng/đằng sau lưng/phía sau/vạt sau/vạt áo sau/sau nhà/phía sau nhà/kiếp sau/kiếp lai sinh
6358	19740	1.48	拷问	拷問	kǎowèn	khảo vấn	khảo vấn/khảo tra/đánh đập tra hỏi
6359	19748	1.48	飘起	飄起	piāoqǐ	phiêu khởi	phiêu khởi
6360	19750	1.48	汉中	漢中	hànzhōng	hán trung	Hán Trung
6361	19755	1.48	忠贞	忠貞	zhōngzhēn	trung trinh	trung trinh/trung thành
6362	19764	1.47	工场	工場	gōngcháng	công trường	công trường/phân xưởng
6363	19770	1.47	潜质	潛質	qiánzhí	tiềm chất	tiềm chất
6364	19774	1.47	社稷	社稷	shèjì	xã tắc	xã tắc/thần đất và thần lúa
6365	19775	1.47	通史	通史	tōngshǐ	thông sử	lịch sử tổng quát/thông sử
6366	19776	1.47	重力	重力	zhònglì	trọng lực	trọng lực/sức hút của trái đất/lực hút/sức hút
6367	19778	1.47	西周	西周	xīzhōu	tây chu	Tây Chu
6368	19789	1.47	柔顺	柔順	róushùn	nhu thuận	mềm mại/nhu thuận/dịu hiền/hiền thục
6369	19790	1.47	文风	文風	wénfēng	văn phong	văn phong
6370	19791	1.47	自爱	自愛	zìài	tự ái	tự ái/tự trọng
6371	19796	1.47	销魂	銷魂	xiāohún	tiêu hồn	mất hồn/tiêu hồn
6372	19797	1.47	失神	失神	shīshén	thất thần	thất thần/sơ ý/không chú ý/tinh thần sa xút/lơ đễnh/đãng trí/mất hồn
6373	19804	1.47	老婆子	老婆子	lǎopózǐ	lão bà tử	lão bà tử/mụ già/bà nó/bà ấy
6374	19807	1.47	全胜	全勝	quánshèng	toàn thắng	toàn thắng/thắng lợi hoàn toàn
6375	19816	1.47	罪状	罪狀	zùizhuàng	tội trạng	tội trạng
6376	19817	1.47	触觉	觸覺	hóngjué	xúc giác	xúc giác/cảm xúc/cảm giác khi sờ vào
6377	19819	1.47	横七竖八	橫七豎八	héngqīshùbā	hoành thất thụ bát	hoành thất thụ bát/lung tung/tứ tung/bừa bộn/ngổn ngang/lộn xộn
6378	19837	1.47	关山	關山	guānshān	quan san	quan ải/quan san
6379	19839	1.47	冤屈	冤屈	yuānqū	oan khuất	oan khuất/bị oan/xử oan/chịu oan/bất công/oan khúc
6380	19842	1.47	成性	成性	chéngxìng	thành tính	thành tánh/thành tính/thành thói
6381	19853	1.47	廉洁	廉潔	liánjié	liêm khiết	liêm khiết/trong sạch
6382	19855	1.46	紫光	紫光	zǐguāng	tử quang	tử quang
6383	19857	1.46	大计	大計	dàjì	đại kế	đại kế/kế hoạch lớn/kế hoạch lâu dài
6384	19859	1.46	味觉	味覺	wèijué	vị giác	vị giác
6385	19867	1.46	虎口	虎口	hǔkǒu	hổ khẩu	hổ khẩu/miệng hùm/hang sói/nơi nguy hiểm/eo bàn tay/gan bàn tay
6386	19868	1.46	练武	練武	liànwǔ	luyện võ	luyện võ/tập võ/học quân sự/học kỹ thuật
6387	19878	1.46	三叔	三叔	sānshū	tam thúc	tam thúc
6388	19879	1.46	多尔衮	多爾袞	duōěrgǔn	đa nhĩ cổn	Đa Nhĩ Cổn
6389	19883	1.46	六朝	六朝	lìuzhāo	lục triều	lục triều/thời kỳ Nam Bắc triều
6390	19885	1.46	希冀	希冀	xījì	hy kí	mong được/mong có/ước ao/khao khát/hy kí/mong mỏi
6391	19888	1.46	通商	通商	tōngshāng	thông thương	thông thương/buôn bán qua lại/mậu dịch/buôn bán
6392	19889	1.46	母性	母性	mǔxìng	mẫu tính	mẫu tính
6393	19898	1.46	后辈	後輩	hòubèi	hậu bối	hậu bối/hậu sinh/thế hệ sau/lớp sau/lớp người trẻ
6394	19901	1.46	白露	白露	báilù	bạch lộ	bạch lộ/tiết bạch lộ
6395	19907	1.46	大禹	大禹	dàyǔ	đại vũ	Đại Vũ
6396	19913	1.46	千言万语	千言萬語	qiānyánwànyǔ	thiên ngôn vạn ngữ	thiên ngôn vạn ngữ
6397	19915	1.46	贵姓	貴姓	gùixìng	quý tính	họ gì/quý tính/quý danh/quý tánh
6398	19920	1.46	方家	方家	fāngjiā	phương gia	Phương gia/bậc thầy/chuyên gia có cỡ/người chuyên sâu/người thành thạo
6399	19923	1.46	战利品	戰利品	zhànlìpǐn	chiến lợi phẩm	chiến lợi phẩm
6400	19925	1.46	三节	三節	sānjié	tam tiết	tam tiết
6401	19935	1.45	神医	神醫	shényì	thần y	thần y
6402	19946	1.45	大吉	大吉	dàjí	đại cát	đại cát/thuận lợi/chuyện tốt/vận tốt/cho khỏe/tốt nhất/cho êm chuyện/cho khoẻ
6403	19947	1.45	战果	戰果	zhànguǒ	chiến quả	chiến quả/thành quả chiến đấu/kết quả chiến đấu
6404	19950	1.45	卵巢	卵巢	luǎncháo	noãn sào	noãn sào/buồng trứng
6405	19952	1.45	当事	當事	dāngshì	đương sự	đương sự/nắm quyền/có quyền lực/có liên quan/có dính líu/người có thẩm quyền/người có liên quan
6406	19953	1.45	衣冠	衣冠	yīguān	y quan	y quan/áo mũ
6407	19963	1.45	内务	內務	nèiwù	nội vụ	nội vụ/việc trong nước/việc nội bộ/dọn dẹp phòng ốc
6408	19965	1.45	合金	合金	héjīn	hợp kim	hợp kim
6409	19968	1.45	娇媚	嬌媚	jiāomèi	kiều mị	kiều mỵ/kiều mị/nũng nịu/nhõng nhẽo/đẹp đẽ/nhu mì
6410	19973	1.45	警务	警務	jǐngwù	cảnh vụ	cảnh vụ/nhiệm vụ cảnh sát
6411	19978	1.45	绿光	綠光	lv̀guāng	lục quang	lục quang
6412	19980	1.45	哀叹	哀歎	āitàn	ai thán	ai thán/tiếc nuối/than khóc/thương tiếc/khóc than/than van/thở than đau khổ/xót xa than thở/than vãn/thở dài
6413	19990	1.45	参议院	參議院	cānyìyuàn	tham nghị viện	tham nghị viện/thượng nghị viện
6414	19994	1.45	抗体	抗體	kàngtǐ	kháng thể	kháng thể
6415	19997	1.45	谋划	謀劃	móuhuá	mưu hoa	mưu hoa/mưu đồ/vạch kế hoạch/hiến kế
6416	20001	1.45	铁锅	鐵鍋	tiěguō	thiết oa	thiết oa/chảo sắt
6417	20006	1.45	北洋	北洋	běiyáng	bắc dương	Bắc Dương
6418	20008	1.45	毕恭毕敬	畢恭畢敬	bìgōngbìjìng	tất cung tất kính	tất cung tất kính/lễ độ cung kính/khép na khép nép/kính cẩn lễ phép/khúm na khúm núm
6419	20010	1.45	无价	無價	wújià	vô giá	vô giá
6420	20013	1.45	平定	平定	píngdìng	bình định	bình định/ĐỊNH/ổn định/yên ổn/dẹp yên/Bình Định/tỉnh Bình Định
6421	20021	1.44	立国	立國	lìguó	lập quốc	lập quốc/xây dựng tổ quốc
6422	20025	1.44	请安	請安	qǐngān	thỉnh an	thỉnh an/vấn an/thăm hỏi/hành lễ thời xưa
6423	20030	1.44	轻功	輕功	qīnggōng	khinh công	khinh công
6424	20036	1.44	冤魂	冤魂	yuānhún	oan hồn	oan hồn
6425	20037	1.44	急迫	急迫	jípò	cấp bách	cấp bách
6426	20039	1.44	千奇百怪	千奇百怪	qiānqíbǎiguài	thiên kì bách quái	thiên kì bách quái/quái lạ/vô cùng kỳ quặc/vô cùng kì quặc
6427	20045	1.44	赵云	趙雲	zhàoyún	triệu vân	Triệu Vân
6428	20049	1.44	接济	接濟	jiējì	tiếp tế	tiếp tế/giúp đỡ/viện trợ/trợ giúp
6429	20050	1.44	自力更生	自力更生	zìlìgèngshēng	tự lực cánh sinh	tự lực cánh sinh
6430	20051	1.44	清幽	清幽	qīngyōu	thanh u	thanh u/đẹp và tĩnh mịch/thanh tịnh và đẹp đẽ
6431	20053	1.44	宗师	宗師	zōngshī	tông sư	tông sư/tôn sư/bậc thầy
6432	20057	1.44	中古	中古	zhōnggǔ	trung cổ	trung cổ/thời trung cổ/xã hội phong kiến
6433	20059	1.44	天真无邪	天真無邪	tiānzhēnwúxié	thiên chân vô tà	thiên chân vô tà/ngây thơ
6434	20060	1.44	山寨	山寨	shānzhài	sơn trại	sơn trại/thôn xóm miền núi/bản làng rẻo cao
6435	20061	1.44	得道	得道	dédào	đắc đạo	đắc đạo/hợp chính nghĩa/hợp lý
6436	20066	1.44	恶报	惡報	èbào	ác báo	ác báo
6437	20079	1.43	异同	異同	yìtóng	dị đồng	dị đồng/khác nhau/chỗ giống nhau và chỗ khác nhau/ý kiến khác nhau
6438	20080	1.43	后备	後備	hòubèi	hậu bị	hậu bị/dự bị
6439	20081	1.43	下凡	下凡	xiàfán	hạ phàm	hạ phàm/xuống trần/xuống cõi phàm/giáng trần
6440	20082	1.43	太阳系	太陽系	tàiyángxì	thái dương hệ	thái dương hệ/hệ mặt trời
6441	20087	1.43	工部	工部	gōngbù	công bộ	công bộ
6442	20088	1.43	设宴	設宴	shèyàn	thiết yến	thiết yến
6443	20090	1.43	故国	故國	gùguó	cố quốc	cố quốc/quốc gia cổ/tổ quốc/đất nước/quê hương/cố hương
6444	20096	1.43	富农	富農	fùnóng	phú nông	phú nông
6445	20103	1.43	病患	病患	bìnghuàn	bệnh hoạn	bệnh hoạn/bệnh tật/bệnh
6446	20108	1.43	部首	部首	bùshǒu	bộ thủ	bộ thủ/bộ
6447	20112	1.43	太平天国	太平天國	tàipíngtiānguó	thái bình thiên quốc	Thái bình Thiên Quốc
6448	20115	1.43	纯一	純一	chúnyī	thuần nhất	thuần nhất/đơn nhất/đơn lẻ/riêng rẽ
6449	20117	1.43	解渴	解渴	jiěkě	giải khát	giải khát
6450	20125	1.43	安康	安康	ānkāng	an khang	an khang/bình yên khoẻ mạnh/ổn định cuộc sống/vui vẻ làm ăn
6451	20128	1.43	大败	大敗	dàbài	đại bại	đại bại/thất bại thảm hại
6452	20135	1.43	三流	三流	sānlíu	tam lưu	tam lưu
6453	20136	1.43	万无一失	萬無一失	wànwúyīshī	vạn vô nhất thất	vạn vô nhất thất/không sơ hở/phải hết sức cẩn thận, chắc chắn/tuyệt đối không thể sai sót nhầm lẫn/không sơ hở tý nào
6454	20138	1.43	娃子	娃子	wázǐ	oa tử	oa tử/em bé/trẻ con/con nít/con non
6455	20154	1.42	三昧	三昧	sānmèi	tam muội	tam muội
6456	20162	1.42	短命	短命	duǎnmìng	đoản mệnh	đoản mệnh/chết sớm
6457	20169	1.42	干系	乾系	gānxì	can hệ	can hệ/liên quan/liên can/dính líu/gánh trách nhiệm
6458	20172	1.42	助阵	助陣	zhùzhèn	trợ trận	trợ trận/trợ oai/trợ uy/cổ vũ
6459	20173	1.42	爆裂	爆裂	bàoliè	bạo liệt	bạo liệt/nứt toác/tét đột ngột/bung tét/nổ tung
6460	20175	1.42	五指	五指	wǔzhǐ	ngũ chỉ	năm ngón tay/ngũ chỉ
6461	20187	1.42	加害	加害	jiāhài	gia hại	gia hại/làm hại
6462	20194	1.42	溢于言表	溢於言表	yìyúyánbiǎo	dật vu ngôn biểu	dật vu ngôn biểu/tình cảm bộc lộ trong lời nói
6463	20196	1.42	援手	援手	yuánshǒu	viện thủ	viện thủ/cứu trợ/cứu giúp/giúp đỡ/viện trợ
6464	20199	1.42	充血	充血	chōngxiě	sung huyết	sung huyết/nhồi máu/ứ máu
6465	20200	1.42	列传	列傳	lièchuán	liệt truyện	liệt truyện
6466	20203	1.42	练兵	練兵	liànbīng	luyện binh	luyện binh/luyện quân/huấn luyện/tập huấn/tập luyện
6467	20211	1.42	惊惶	驚惶	liánghuáng	kinh hoàng	kinh hoàng/hoảng hốt/kinh sợ
6468	20222	1.41	虚名	虛名	xūmíng	hư danh	hư danh
6469	20225	1.41	能动	能動	néngdòng	năng động	năng động
6470	20228	1.41	会演	會演	hùiyǎn	hội diễn	hội diễn
6471	20231	1.41	北斗	北斗	běidǒu	bắc đẩu	bắc đẩu
6472	20233	1.41	敌后	敵後	díhòu	địch hậu	địch hậu/sau lưng địch/trong lòng địch
6473	20239	1.41	修士	修士	xīushì	tu sĩ	tu sĩ
6474	20241	1.41	蒙在鼓里	蒙在鼓裡	méngzàigǔlǐ	mông tại cổ lí	chẳng hay biết gì/mông tại cổ lí
6475	20245	1.41	太师	太師	tàishī	thái sư	thái sư
6476	20252	1.41	会费	會費	hùifèi	hội phí	hội phí/phí hội viên
6477	20254	1.41	心儿	心兒	xīnér	tâm nhi	Tâm nhi
6478	20261	1.41	玄武	玄武	xuánwǔ	huyền vũ	huyền vũ/rùa/chòm sao Huyền Vũ/thần Huyền Vũ
6479	20263	1.41	强身	強身	qiángshēn	cường thân	cường thân
6480	20266	1.41	御用	御用	yùyòng	ngự dụng	ngự dụng/tay sai
6481	20271	1.41	德高望重	德高望重	dégāowàngzhòng	đức cao vọng trọng	đức cao vọng trọng/đạo đức uy tín rất cao/có đức độ và danh vọng cao
6482	20274	1.41	暗红色	暗紅色	ànhóngsè	ám hồng sắc	màu đỏ sậm/ám hồng sắc
6483	20275	1.41	美名	美名	měimíng	mỹ danh	mỹ danh/tên gọi hay/tên hay
6484	20277	1.41	通情达理	通情達理	tōngqíngdálǐ	thông tình đạt lý	thông tình đạt lý/thấu tình đạt lý/hợp tình hợp lý
6485	20278	1.41	攻破	攻破	gōngpò	công phá	công phá/đánh tan/đánh phá/phá tan/đánh hạ
6486	20282	1.41	兵士	兵士	bīngshì	binh sĩ	binh sĩ
6487	20283	1.41	特异	特異	tèyì	đặc dị	đặc dị/khác thường/xuất sắc/đặc biệt/đặc thù
6488	20287	1.41	打狗	打狗	dǎgǒu	đả cẩu	đả cẩu/đánh chó/Đả Cẩu
6489	20289	1.41	闲事	閒事	xiánshì	nhàn sự	nhàn sự/việc đâu đâu/việc không quan trọng/việc vớ vẩn/việc không quan hệ gì tới mình
6490	20295	1.41	巫术	巫術	wūzhú	vu thuật	vu thuật
6491	20307	1.4	安居乐业	安居樂業	ānjūlèyè	an cư lạc nghiệp	an cư lạc nghiệp
6492	20310	1.4	倍数	倍數	bèishù	bội số	bội số/số lần/thương số
6493	20312	1.4	莽撞	莽撞	mǎngzhuàng	mãng chàng	lỗ mãng/mãng chàng/cục cằn/liều lĩnh
6494	20314	1.4	历法	曆法	lìfǎ	lịch pháp	lịch pháp/cách làm lịch
6495	20317	1.4	天宝	天寶	tiānbǎo	thiên bảo	Thiên Bảo
6496	20320	1.4	表叔	表叔	biǎoshū	biểu thúc	biểu thúc
6497	20322	1.4	熊掌	熊掌	xióngzhǎng	hùng chưởng	hùng chưởng/bàn chân gấu
6498	20325	1.4	成事	成事	chéngshì	thành sự	được việc/thành sự/thành công/nên việc/hoàn thành/làm xong/làm trọn/đạt được/quá khứ/dĩ vãng/chuyện đã rồi/chuyện đã qua/chuyện qua rồi
6499	20328	1.4	国策	國策	guócè	quốc sách	quốc sách
6500	20329	1.4	丫环	丫環	yāhuán	nha hoàn	nha hoàn
6501	20341	1.4	印度教	印度教	yìndùjiào	ấn độ giáo	Ấn Độ giáo
6502	20343	1.4	病菌	病菌	bìngjūn	bệnh khuẩn	bệnh khuẩn/vi khuẩn gây bệnh
6503	20344	1.4	大功告成	大功告成	dàgōnggàochéng	đại công cáo thành	đại công cáo thành/việc lớn đã thành/việc đã làm xong
6504	20349	1.4	杂念	雜念	zániàn	tạp niệm	tạp niệm/ý nghĩ mờ ám/ý nghĩ đen tối
6505	20354	1.4	示众	示眾	shìzhòng	thị chúng	thị chúng
6506	20361	1.4	观察员	觀察員	guāncháyuán	quan sát viên	quan sát viên/người dự thính
6507	20368	1.4	情场	情場	qíngcháng	tình trường	tình trường
6508	20369	1.4	天马行空	天馬行空	tiānmǎxíngkōng	thiên mã hành không	thiên mã hành không/ngựa thần lướt gió tung mây
6509	20370	1.4	占便宜	占便宜	zhānbiànyí	chiếm tiện nghi	chiếm tiện nghi/lợi dụng/chiếm lợi/được lợi thế/chiếm ưu thế
6510	20372	1.4	罗密欧	羅密歐	luōmìōu	la mật âu	La Mật Âu
6511	20377	1.39	儿科	兒科	érkē	nhi khoa	nhi khoa/khoa nhi
6512	20390	1.39	长矛	長矛	chángmáo	trường mâu	trường mâu/giáo/thương
6513	20393	1.39	家法	家法	jiāfǎ	gia pháp	gia pháp/phép nhà/dụng cụ để trừng phạt gia nhân
6514	20395	1.39	三字经	三字經	sānzìjīng	tam tự kinh	Tam Tự kinh
6515	20398	1.39	恩典	恩典	ēndiǎn	ân điển	ân điển/ân huệ/ơn đức/ban ơn/ban ân
6516	20409	1.39	快快乐乐	快快樂樂	kuàikuàilèlè	khoái khoái lạc lạc	khoái khoái lạc lạc
6517	20414	1.39	操持	操持	cāochí	thao trì	lo liệu/giải quyết/xử lý/tìm cách/dự định/trù hoạch/chuẩn bị/đặt kế hoạch/chuẩn bị mở/thao trì/giữ gìn
